"species"	"detection_cue"	"minute"	"distance_m"	"fragment"	"point"	"microhabitat"	"date"	"start_time"	"end_time"	"route"	"page_number"	"notes"
"Trichothraupis_melanops"	"aural"	"5-10"	"0-10"	"K"	12	"Sub-bosque"	"2025-11-24"	"05:10"	"05:20"	"12-1"	1	NA
"Aramides_saracura"	"aural"	"5-10"	"50"	"K"	12	"Sub-bosque"	"2025-11-24"	"05:10"	"05:20"	"12-1"	1	NA
"Aramides_saracura"	"aural"	"5-10"	"50"	"K"	12	"Sub-bosque"	"2025-11-24"	"05:10"	"05:20"	"12-1"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Cyanoloxia_brissonii"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Coryphospingus_cucullatus"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Zonotrichia_capensis"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Zonotrichia_capensis"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Megascops_choliba"	"aural"	"0-3"	"25-50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"0-3"	"50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Glaucidium_brasilianum"	"aural"	"0-3"	"50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Agelaioides_badius"	"aural"	"3-5"	"50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Agelaioides_badius"	"aural"	"3-5"	"50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"5-10"	"10-25"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"5-10"	"50"	"K"	1	"Sub-bosque"	"2026-01-25"	"05:30"	"05:40"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"0-3"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Turdus_albicollis"	"aural"	"0-3"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Coryphospingus_cucullatus"	"aural"	"0-3"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"0-3"	"50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"0-3"	"50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Turdus_amaurochalinus"	"aural"	"3-5"	"0-10"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"3-5"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"3-5"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Turdus_albicollis"	"aural"	"3-5"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"3-5"	"50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"5-10"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"5-10"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Synallaxis_cinerascens"	"aural"	"5-10"	"10-25"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Conirostrum_speciosum"	"aural"	"5-10"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Dendrocolaptes_platyrostris"	"aural"	"5-10"	"25-50"	"K"	2	"Sub-bosque"	"2026-01-25"	"05:42"	"05:52"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Habia_rubica"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Habia_rubica"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Turdus_rufiventris"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Turdus_albicollis"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Tachyphonus_coronatus"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Pachyramphus_polychopterus"	"aural"	"0-3"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"25-50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Myiothlypis_leucoblephara"	"aural"	"3-5"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"3-5"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"3-5"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Setophaga_pitiayumi"	"aural"	"3-5"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Cyanoloxia_brissonii"	"aural"	"5-10"	"10-25"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Saltator_similis"	"aural"	"5-10"	"25-50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"5-10"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"5-10"	"50"	"K"	3	"Sub-bosque"	"2026-01-25"	"05:55"	"06:05"	"1-12"	1	NA
"Stephanoxis_loddigesii"	"aural"	"0-3"	"0-10"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Dysithamnus_mentalis"	"aural"	"0-3"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Dryocopus_lineatus"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_rufaxilla"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Patagioenas_cayennensis"	"aural"	"0-3"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Crypturellus_tataupa"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Myiodynastes_maculatus"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Patagioenas_cayennensis"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Setophaga_pitiayumi"	"aural"	"3-5"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"3-5"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Saltator_similis"	"aural"	"3-5"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Leptopogon_amaurocephalus"	"aural"	"5-10"	"0-10"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Pachyramphus_polychopterus"	"aural"	"5-10"	"10-25"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Syndactyla_rufosuperciliata"	"aural"	"5-10"	"25-50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"5-10"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Furnarius_rufus"	"aural"	"5-10"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Hypoedaleus_guttatus"	"aural"	"5-10"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	1	NA
"Colaptes_campestris"	"aural"	"5-10"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	2	NA
"Colaptes_campestris"	"aural"	"5-10"	"50"	"K"	4	"Sub-bosque"	"2026-01-25"	"06:09"	"06:20"	"1-12"	2	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Pachyramphus_polychopterus"	"aural"	"0-3"	"0-10"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Saltator_similis"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Thraupis_sayaca"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Thraupis_sayaca"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Cranioleuca_obsoleta"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Trichothraupis_melanops"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Trichothraupis_melanops"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Lathrotriccus_euleri"	"aural"	"0-3"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Synallaxis_ruficapilla"	"aural"	"0-3"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Megarynchus_pitangua"	"aural"	"0-3"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Megarynchus_pitangua"	"aural"	"0-3"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"0-3"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"0-3"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Trogon_surrucura"	"aural"	"3-5"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Turdus_amaurochalinus"	"aural"	"3-5"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Sittasomus_griseicapillus"	"aural"	"3-5"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"3-5"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Trogon_surrucura"	"aural"	"3-5"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Patagioenas_picazuro"	"aural"	"3-5"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Patagioenas_cayennensis"	"aural"	"5-10"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Conopophaga_lineata"	"aural"	"5-10"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Aramides_saracura"	"aural"	"5-10"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Aramides_saracura"	"aural"	"5-10"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Aramides_saracura"	"aural"	"5-10"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"5-10"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Vanellus_chilensis"	"aural"	"5-10"	"50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	1	NA
"Turdus_albicollis"	"aural"	"5-10"	"0-10"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Veniliornis_spilogaster"	"aural"	"5-10"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Saltator_similis"	"aural"	"5-10"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Cyclarhis_gujanensis"	"aural"	"5-10"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Tolmomyias_sulphurescens"	"aural"	"5-10"	"10-25"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Basileuterus_culicivorus"	"aural"	"5-10"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Habia_rubica"	"aural"	"5-10"	"25-50"	"K"	5	"Sub-bosque"	"2026-01-25"	"06:22"	"06:31"	"1-12"	2	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"0-10"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Troglodytes_musculus"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Troglodytes_musculus"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Setophaga_pitiayumi"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Turdus_leucomelas"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Basileuterus_culicivorus"	"aural"	"0-3"	"10-25"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Thamnophilus_caerulescens"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Cyclarhis_gujanensis"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Pitangus_sulphuratus"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Trogon_surrucura"	"aural"	"0-3"	"25-50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Paroaria_coronata"	"aural"	"0-3"	"50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Leptotila_verreauxi"	"aural"	"0-3"	"50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Tyrannus_melancholicus"	"aural"	"0-3"	"50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
"Tyrannus_melancholicus"	"aural"	"0-3"	"50"	"K"	6	"Sub-bosque"	"2026-01-25"	"06:36"	"06:46"	"1-12"	1	NA
